path,text
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0011_000180756-000186343.wav,انو اول كتاب صدر لجبران باللغه الانجليزيه كان اسمه المجنون
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0012_000187720-000189520.wav,بظن كان عمرو بوقتا خمسة و ثلاثون سنه
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0013_000192168-000213291.wav,بقولو هالكتاب لاقي نجاح بالولايات المتحده و تترجم مباشره بعد طباعتو لاربع لغات وهني الفرنسيه والالمانيه والايطاليه والاسبانيه ووقت توسعت شهرتو بين الكتاب اكتر بهالفتره اسس جبران مجموعه ادبيه ضمت عدد من الكتاب
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0014_000217817-000220462.wav,اللي هو رمز
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0015_000222279-000248279.wav,صح واستمر عطاء جبران بالادب فنشر سنه ألف و تسعمائة و ثلاثة و عشرون كتاب النبي اللي ضم اثنا عشر لوحه قام جبران برسما وهالكتاب هو من اشهر مؤلفاتو وكتبو باللغه الانكليزيه تمت ترجمتو لاكتر من مائة لغه و مصنف ضمن اكتر الكتب المترجمه عبر التاريخ
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0016_000249449-000259036.wav,جبران نفسو عبر باكتر من مناسبه انو ما توقع هالكتاب ينتشر وينشهر هلاد اما بالجانب الشخصي والعاطفي
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0017_000260431-000270051.wav,جبران علاقه حب الفلسطينيه مي زياده وعاشو هالعلاقه بدون ما يلتقو عن
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0018_000273140-000281212.wav,وهالرسائل انجمعت بعدين بكتاب اسمو الشعله الزرقاء ضم سبعة و ثلاثون رساله بيناتن
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0019_000282640-000287101.wav,بس بتذكر انو في سيده تانيه كانت بحياه جبران
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0020_000289108-000301338.wav,دور كبير حسب ما بينحكا بدعم مسيره جبران الادبيه والفنيه ماديا حتي اني قريت مره انا كانت تدققلو لغويا كل كتاباتو وكتبو باللغه الانكليزيه
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0021_000302480-000330764.wav,عم تحكي عن ماري هاسكل كاتبين عنا كتير بالمقال ماري كانت اكبر من جبران بحوالي عشر سنين كتبت عنو مذكرات يوميه و اتبادلت هي وياه حوالي ال ستمائة رساله بين سنه ألف و تسعمائة و ثمانية وألف و تسعمائة و واحد و ثلاثون وقت توفي جبران كانت ماري بعدا عم تدقق مسوده اخر كتبو بعنوان التائه
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0022_000331040-000341783.wav,وجبران كان اعلن للكل عن فضلا الكبير ب صقل موهبتو لمن كتب لقد اصبحت فنانا بفضل ماري هاسكل
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0023_000342839-000344744.wav,جبران توفي صح
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0024_000349220-000359934.wav,اتوفي بسببو سنه ألف و تسعمائة و واحد و ثلاثون ومرض السل كان متل اللعنه ععيلتو لان اختو وخيو اتوفو بذات المرض قبلو
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0025_000361000-000379760.wav,كانت امنيته يندفن فاختو مريانا وماري حرصو علي تنفيذ هالوصيه وهيك اندفن جبران ب دير مار سركيس ببشري بعد ما رتبو مريانه وماري شرائو واللي بعدين صار يضم متحف الايقونه اللبنانيه جبران خليل جبران
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0026_000382440-000388070.wav,بسمع انو هالمتحف كتير حلو و غني بال مخطوطات واللوحات اللي رسمن جبران
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0027_000389305-000391702.wav,وبضم الادوات اللي كان يستعملا بالنحت و الرسم
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0028_000395102-000416193.wav,لجنه جبران مسؤوله عن المتحف وبتملك الحق الحصري لاداره كل ارث جبران خليل جبران الفني والادبي و حقوق النشر لاصداراتو خاتمه المقال بتحكي عن هاللجنه والمتحف هاللجنه انشات كون اعمال جبران بعدا بتترجم وبتنشر لليوم
C:\Users\user\Desktop\audio\audio\000_episode-95-gibran-khalil-gibran\9903480-gibran-khalil-gibran_chunk0029_000416660-000441940.wav,وتحولت ل مسرحيات واغاني وحلقات اذاعيه وانعمل عنا افلام وثائقيه وكمان ابحاث خاصه حول ادبو ونظرتو العميقه للحياه والموت يلا اخدنا الحديث وما طلبنا شي بعد يلا لكن خلينا نطلب شي دافي نشربو لان بلش يبرد الطقس
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0000_000000000-000024456.wav,ماما ليكي خلصت الكنزه اللي كنت عم خيطا رح صير احلي مصممه ازياء لما بلش شغل واو برافو حبيبتي عنجد حلوه مبين اديه تعبتي عليا ماري بس عنجد بدك تشتغلي كمصممه ازياء تكون هوايه مش اكتر ليش لا
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0001_000023456-000050779.wav,بلشت الشغله كهوايه بس اكتشفت اني كتير بنبسط انا وعم صمم تياب وبحس اني عملت انجاز لما نفذ هالتصاميم عم اشتغل كتير عحالي بكل تواضع بعتبر حالي موهوبه بهالمجال وما عم اتكل بس عالموهبه او الذوق الحلو بحضر دايما فيديويات بتابع اعمال مصممين محترفين وبجرب طور مهاراتي او الskills تبعي
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0002_000052919-000056097.wav,وانا بشجعك تكفي بهال همه وبهنيكي علي تعبك
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0003_000058560-000087480.wav,بس مش هيدا قصدي ما عندي شك بمواهبك الفنيه بس ما تنسي كمان اديه عم تبرعي بالمواد ال علميه بالمدرسه من انت وصغيره بتطلعي بين الاول ب صفوف الرياضيات الفيزياء الكيمياء او الmath physique chimie متل ما بسموهن اساتذتك بالفرنساوي حرام كل هال شطاره ما تدرسي طب او هندسه بالجامعه
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0004_000088199-000115639.wav,كنت عارفه انو بدك تقولي هيك اغلب الاهل بلبنان بدن ولادن يطلعو مهندسين حكما او محاميه كان ما فينا ننجح بغير مجالات مزبوط اني شاطره بال مواد العلميه بس بدرسن لان لازم ادرسن ولان بحب حافظ علي علامات عاليه بس فعليا بلاقي حالي بعالم الموضه بين الالوان ال قماش الموديلات
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0005_000116459-000122839.wav,طيب ما تتخلي عن هالعالم بشكل كامل وخليكي عم تتسلي فيه من وقت للتاني
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0006_000126060-000137872.wav,بس ما صار عازف محترف وعم يدرس هندسه بالجامعه برايي لازم يكون شغلك الاساسي بمجال مضمون وارباحو الماديه ثابته
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0007_000140020-000160809.wav,ماما خيي حر ياخد القرارات اللي بتريحو وانا كمان انا ما بشوف حالي عم بشتغل ب مكتب هندسه من ثمانية للخمسة ولا ب مستشفي كل الليل ما بقدر اشتغل كل حياتي بمجال ما كون شغوفه فيه كتير تعيسه وروح كل يوم
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0008_000162306-000176972.wav,معك حق ماري ما لازم قارنك بخيك ولا اضغط عليكي بس انا عطلانه همك ما بدي ياكي ما تلاقي شغل لما تتخرجي من الجامعه او تتوظفي ويطلع معاشك كتير واطي و تندمي عقرارك
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0009_000178800-000181820.wav,انت بتستاهلك كل النجاح بس
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0010_000189220-000211559.wav,بعدين شكلك ناسيه كم شخص عم يتخرج كمحامي او مهندس وما عم يلاقي شغل التحديات موجوده وين ما كان انا بامن انو اذا شخص عمل اللي بحبو و تعب عحالو بيقدر ينجح اد ما كانت صعبه ظروفو ما في شي بيجي بال هين مش انت هيك علمتينا
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0011_000212259-000239029.wav,كبرتي وصرتي عم تستعمليلي حكياتي الي لتقنعيني باللي بدك ياه انت مبينه واثقه من قرارك بس حابه اعرف منك اديه مفكره فيه كمان يعني حطي عجنب شغفك بالموضه والازياء شفتي مثلا اديه فيه فرص عمل بهالمجال اكيد فيي بلش شغل بدار ازياء محلي
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0012_000028299-000029979.wav,صمم تياب
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0013_000242320-000269201.wav,فيي سافر لبرا كفي علمي بمدن عالميه متل باريس او ميلانو بالنهايه هيدي حياتك وما فيي نقي عنك بس فكري منيح قبل ما تعملي ايه خطوه بعد عندك كم شهر قبل ما تخلص مده تقديم الطلبات للجامعات انك تستشير اشخاص اكبر منك عم يدرسوا او
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0014_000270579-000273199.wav,استفيدي من خبراتن وتجاربن
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0015_000274387-000282253.wav,وبالنهايه شو ما قررتي انا حدك ورح ادعمك فكره حلوه شكرا ماما لتفهمك و دعمك
C:\Users\user\Desktop\audio\audio\001_episode-94-skit-career-choices\9818304-skit-career-choices_chunk0016_000284179-000290959.wav,وعد رح اهديكي اول تصميم محترف او professional باسمي بعد كم سنه
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0000_000000000-000005383.wav,اووو شو حلو هالمحبس بعدني بمبسط فيه كل ما اتطلع عايدي
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0001_000006519-000032085.wav,بعد ما فاجاتني يا ماريو باجمل عرض زواج او proposal صار هلاء وقت الجد تحضير العرس حبيبتي ليا منيح اللي امبسطتي بس عمهلك اتفقنا نتجوز الصيفيه الجاي يعني بعد في شي تسعة اشهر بعد بكير لشو بدنا نبلش تحضير من اليوم لما ننعجق اخر دقيقه
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0002_000031613-000040317.wav,ما بدنا نتاخر بال حجوزات وما بقا نلاقي محلات بعدين في كتير امور لازم نتفق عليا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0003_000041354-000054500.wav,الموقع التاريخ الورود الموسيقي المعازيم التياب المصور قولك لازم نطلب مساعده شركه لتنظيم الاعراس ونسلمن الن هالتحضيرات شو
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0004_000058799-000072090.wav,لا ما بتخايل نحنا بحاجه لهيك خدمات وما ضروري نصرف مصاري زياده عليا اصلا معنا وقت وانت بتحبي تنظمي الحفلات يعني فينا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0005_000073718-000098779.wav,واذا انعجقنا بساعدونا اصحابنا اهم شي نتفق عليه بالاول هو تاريخ العرس انا بقترح نعمل الحفله بعشرة حزيران بهالتاريخ كان اول موعد او date ضهرنا فيو سوا ذكري سنويه حلوه منك هين صاير رومانسي ومذكر ايمتي كانت اول ضهره النا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0006_000099120-000116379.wav,ما زالنا نقينا نفس التاريخ ليه ما مننقي نفس المنطقه كمان اول مره عزمتني فيا عالعشا كان المطعم بجبيل مساقبه انو انا كتير بحب منطقه جبيل ومناظرا الطبيعيه وقريبه علينا وعلي عيلنا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0007_000117459-000128880.wav,بدك بلش نبش عن مطاعم وفنادق او hotels هونيك الاولويه للمحلات اللي عندا صالات خارجيه او outdoor بما انو بكون الطقس حلو بهالوقت
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0008_000130119-000134462.wav,ايه عجبتني الفكره لكان اتفقنا عتاريخ الحفله وموقعا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0009_000135820-000163300.wav,بس بالنسبه لمراسم الزواج او الceremony بحد ذاتا بعدنا عاتفاقنا انو نتزوج مدني اذا ايه فينا نروح كم يوم قبل الحفله علي قبرص ونتزوج رسميا هونيك لان بالدوله اللبنانيه بس فينا نقوم بزواج ديني يمكن بعض افراد عيلتنا واصحابنا ال محافظين او المتدينين ينتقدو خيارنا ويشجعونا عمراسم دينيه
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0010_000164880-000173628.wav,بتتضايقي بهالحاله صراحه بتوقع بعض ردود الفعل السلبيه اشخاص يمكن ما يتفهموا قرارنا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0011_000176267-000196823.wav,فلا ما رح اتضايق لازم كل واحد يعمل اللي بريحو رح اتكل عليك لتنبش عتكاليف عروض سفره وزواج بقبرص خلينا نرجع للسهره عبالي نعمل شي مهضوم و بيلبقلنا ما يكون العرس استعراض تقليدي بيشبه غيرو
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0012_000264420-000292058.wav,اكيد بدال بطاقات العزيمه مثلا فينا نصمم فيديو مهضوم منخبر فيه قصتنا عالسريع و منعلن تفاصيل العرس منبعتو بالواتساب للمعازيم ومنوفر مشاوير لتسليم البطاقات وتكاليف طبع فينا كمان نطلب من اصحابنا يرافقو اعضاء فرقه الزفه اللي رح يكونو عم يهيصو ويرقصو نحنا وفايتين عالصاله هيك منضيف علين لمسه شخصيه اعطيني شويه وقت بجرب اطلع بافكار خلاقه او creative مش غلط بالنسبه للفستان شفت من كم يوم موديل كتير عجبني هات لفرجيك صوره يي لا ما لازم تشوف فستان العروس قبل نهار العرس حظ سيء بلاها خليا مفاجاه احلي بالنسبه للون الزهور والديكور فينا نتفق علين مع منسق الزهور بس احزار اي لون انا حابه اكيد الارجواني الفاتح لونك المفضل ما عندي مشكله بهالموضوع بعرفك مذوقه نقي الزهور اللي بدك ياها بس اللي ما بدي ياه انا هو هيدا الغاتو اللي كتير عالي بكون فيو عده طبقات وبتخايل بكون اصطناعي اصلا فينا نضل عغاتو طبقه وحده بتذكر دايما ما بيعجبك و بتنتقدو لما نكون معزومين عشي عرس
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0013_000292610-000294644.wav,بس انا
C:\Users\user\Desktop\audio\audio\002_episode-93-skit-wedding-planning\9666507-skit-wedding-planning_chunk0014_000298299-000307799.wav,منرجع منحكي ما ضروري نتفق عكل شي اليوم هلا بدي استاذن منك لان ضاهره مع صديقتي ريم رح اطلب منا تكون اشبينتي اوكي سلميلي عليا وانشالله بتتسلو
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0000_000199542-000215160.wav,مسا الخير حبيبتي بشو معجوقه بهالوقت عم تكتبي كل هالارقام والحسابات اهلا عم احسب مصاريفنا الشهريه وشوف كيف فينا نخففن كل شي غليان خلال الازمه الاقتصاديه اللي عم فصرنا مجبورين نوف ر ليادينا المعاش لاخر الشهر يلا تعا اقعد حدي واعطيني كم فكره للميزانيه الجديده شكرا ميرنا انك عملتي هيك مبادره كل عمرك بتنتبهي عالمصروف اكتر مني شو رايك نقتصد اول شي باشتراك مولد الكهربا او الmoteur متل ما منسميه بالفرنساوي مزبوط الدوله ما عم تامن غير كم ساعه كهربا بالنهار و مجبورين نتكل عموتير الحي لما نقعد عال عتمه بس فينا بدال ما نشترك بعشرة امبير نطلب منو خمسة بس معك حق تسعيره الموتير غليت كتير ونحنا بطلنا بحاجه لعشرة امبير اصلا ما بقا رح نستعمل المكيف او الAC بالشتويه يلي كان يتطلب كتير كهربا هالكم ضو تلفزيون وبراد ما بعوزو اكتر من خمسة امبير ليدورو شخصيا رح وقف اشتراك الأربعةG لاني ما عم استعملو كتير خاصه انو بالبيت وبالشغل عنا انترنت من خلال Wi Fi بالنسبه للسيارات كمان لازم نفكر ب حل ما بقا قادرين نفول سياراتنا تنيناتنا عتسعيره البنزين الجديده بدك نبيع سياراتنا يعني لا ولو انا كتير بحب سيارتي بعدين كيف بدنا نروح ونجي بلا سيارات النقل العام مش عملي ولا متطور بلبنان والتاكسي رح يكون غالي كل يوم لا شو بيك دغري بتفكر بالاسوء اطمن ما حدا رح يدق بسيارتك كان قصدي نستعمل نفس السياره يعني نعمل carpooling بما انو اشغالنا حد بعضا فينا نروح ونجي سوا انا سيارتي اصغر وبتصرف بنزين اقل فمننزل فيا بوصلك ع مكتبك وبكفي عشغلي اخر النهار بقطع بجيبك ومنرجع سوا عالبيت وسيارتك الاحب عقلبك منتركا للمشاوير والضهرات ممم اوكي اذا هيك اتفقنا بالنسبه لاشتراك النادي الرياضي او الgym انا رح وقفو هالفتره عم ادفع عالفاضي وما عم يكون الي جلاده روح فيي صير اتمرن بالبيت لما يكون معي وقت ولما يخف ضغط الشغل واقدر ارجع التزم بنظام تمرين ب جدد الاشتراك ما تعملي مثلي ما بدي بعرف اديه بتنبسطي بالرياضه وبتغيري جو بالgym شكرا نصار انك دايما بتفكر فيي معك حق مش عبالي ابدا وقف رياضه هاي فشه الخلق الوحيده بالنسبه الي هالايام بس اللي فيي اعملو هو انو غير النادي اللي مشتركه فيه في gym حدنا باخر الشارع اصغر و ارخص من الgym اللي مشتركه فيو هلا
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0001_000216325-000236399.wav,يعني كمان بوفر بنزين بيبقي مصروف الاكل عم يروح قسم كبير من معاشاتنا عالاكل والشرب لانو عم نطلب اكل خالص من المطاعم دايما مش لانو مناكل كتير يعني هيدي حلا هين لازم نطبخ اكتر بالبيت
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0002_000237470-000242209.wav,عفكره حتي القهوه معظم الوقت عم نشتريا من المقاهي او الcoffee shops
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0003_000243406-000245940.wav,ما منحسا غاليه بلحظتا بس من نهار للتاني عم تشقع منيح
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0004_000247899-000252820.wav,خلينا نوعي الصبح ابكر شوي و نحضرا بالبيت
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0005_000254104-000258500.wav,ضيعانا بحب كتير قهوه هيدا المقهي اللي علي طريقي عالشغل
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0006_000259573-000280028.wav,لازم نقتصد بهالامور وبالنهايه فينا نضل نطلب اكل او قهوه جاهزه من فتره للتانيه بعتقد اهم خطوه هلا هي انو نحسب تقريبا هالقرارات اديه باثرو عالمصروف و نعدل ميزانيتنا للشهر الجاي
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0007_000281519-000285691.wav,صحيح لازم نعمل ميزانيه جديده ونلتزم فيا
C:\Users\user\Desktop\audio\audio\003_episode-92-skit-household-budgeting\9506944-skit-budgeting_chunk0008_000287861-000296725.wav,من اكل ومنكفي حساباتنا من بعدا تمام بهالوقت ومنحكي بعد
C:\Users\user\Desktop\audio\audio\004_episode-91-education-sector-crisis\9434068-educational-sector-crisis_chunk0000_000000980-000005500.wav,الو يسلملي هال صوت كيفك حبيبتي
C:\Users\user\Desktop\audio\audio\004_episode-91-education-sector-crisis\9434068-educational-sector-crisis_chunk0001_000008176-000033171.wav,يخليلي ياك خالتو منيحه الحمدالله انت كيفك و كيف شغلك لحظه لحظه انسي كيفني وكيف شغلي مش عاجبني صوتك ابدا مريضه شي لا لا ابدا اممم بصراحه مش كتير منيحه بس مني مريضه هيك تعبانه شوي نفسيتي هالفتره شغلتيلي بالي ريم
C:\Users\user\Desktop\audio\audio\004_episode-91-education-sector-crisis\9434068-educational-sector-crisis_chunk0002_000032767-000060700.wav,هاتي خبريني شو صاير معك او شو اللي مضايقك ما بلشتو بعد جامعه لاء وهيدا واحد من الاسباب اساتذه الجامعه اللبنانيه ماضربين و كالعاده فصلنا الدراسي او يعني الsemester هيدا بعد ما بلش طيب ليه تزعلي حالك هلاد اعتبري صيفيتك كان مكمله وما خلصت وانبسطي بوقتك
C:\Users\user\Desktop\audio\audio\004_episode-91-education-sector-crisis\9434068-educational-sector-crisis_chunk0003_000059700-000087980.wav,يا ريت بهالبساطه المشكله انو بكرا فجاه بفكو الاضراب بدون اي حلول وبصيرو الاساتذه والدكاتره يضغطولنا مواد الفصل كلو بشهر واحد او شهر ونص بدل أربعة شهور ومنصير منحشي حالنا بالمواد حشي بدون فهم لحتي بس ننجح بالامتحانات وما نخسر مواد او يعني courses
