path,text
001/001_20020610_123717_000.wav,إسمه رامي غازي
001/001_20020610_123717_001.wav,ذكر
001/001_20020610_123717_002.wav,عمره سبعة أشهر
001/001_20020610_123717_003.wav,يعني له حوالي يوم مريض بس
001/001_20020610_123717_004.wav,حوالي قبل طنعشر ساعة
001/001_20020610_123717_005.wav,آخر مرّة كان أصفر غامق
001/001_20020610_123717_006.wav,ها الأيام مش قادر ينام بالمرة يعني
001/001_20020610_123717_007.wav,لا ها الأيام ما عم بياكل منيح بالمرة
001/001_20020610_124057_000.wav,إسمي محاسن نفاع
001/001_20020610_124057_001.wav,ستين سنة
001/001_20020610_124057_002.wav,آ والله في صدري
001/001_20020610_124057_003.wav,  مش عارفة يعني هو بيظله حوالي ساعتين شيء هيك
001/001_20020610_124057_004.wav,آ والله بيروح على على رقبتي وبيروح على فكي هيك كل فمي بيصير يوجعني
001/001_20020610_124057_005.wav,مش كثير حاد   باهت يعني
001/001_20020610_124057_006.wav,والله بيوجع آ لما أتنفس بيوجع
001/001_20020610_124057_007.wav,وعم باخذ نيتروجليسورين
001/001_20020610_124057_008.wav,مهي كبسولات
001/001_20020610_124057_009.wav,  إثنتين حبتين باليوم
001/001_20020610_124057_010.wav,  بيروح بيختفي
001/001_20020610_124342_000.wav,إسمي ريما أبو_منصور
001/001_20020610_124342_001.wav,خمسة وستين سنة
001/001_20020610_124342_002.wav,والله روماتيزم روماتيزم شيء مش معقول يعني بيوجع كثير كثير
001/001_20020610_124342_003.wav,بإيديي   بالرسغ وهيك أصابع إيديي كلهم بيوجعوني
001/001_20020610_124342_004.wav,يعني كثير أشياء مثلاً   إذا بدي أجي أفتح الباب ما بقدر أفتح الباب إذا بدي أجي أمشط شعري مش قادرة ما بقدر أمشط شعري بقدرش أحمل الفرشاية الجلي صعب وهيك أشياء
001/001_20020610_124342_005.wav,يعني حوالي سنة
001/001_20020610_124342_006.wav,أول شيء خفف   الدواء الألم بس يعني لساالوجع بظله يعني
001/001_20020610_124342_007.wav,أيوا متصلبة
001/001_20020610_124342_008.wav,يعني الظهر
001/001_20020610_124342_009.wav,كثير كثير بيوجع
001/001_20020610_124342_010.wav,نعم كل الوقت تعبانة يعني مش قادرة بدي أنام يعني
001/001_20020610_124342_011.wav,والله كثير الإرهاق يعني يا ريت   لو تلاقي لي حل لهذه المشكلة
001/001_20020610_124714_000.wav,إسمي عبلة عابدين
001/001_20020610_124714_001.wav,  سبعة وخمسين سنة
001/001_20020610_124714_002.wav,آ وفي يعني   بصدري
001/001_20020610_124714_003.wav,بصدري
001/001_20020610_124714_004.wav,بدخن هلق
001/001_20020610_124714_005.wav,بدخن حوالي باكيتين في اليوم
001/001_20020610_124714_006.wav,باكيتين
001/001_20020610_124714_007.wav,نعم
001/001_20020610_124714_008.wav,والله عم بتصير من سيء لأسوأ
001/001_20020610_124714_009.wav,يعني   صار لي حمى في الليل وكنت عمالي بعرق بظلني أعرق
001/001_20020610_124714_010.wav,نعم
001/001_20020610_124714_011.wav,  يعني نزلت حوالي عشرة كيلو خلال الشهر الماضي
001/001_20020610_124714_012.wav,النوم مش منيح يعني بتضايق كثير خلال النوم
001/001_20020610_124714_013.wav,  بس   الكاحل يعني هيك عند   القدم هيك كمان
001/001_20020610_125012_000.wav,متضايقة وزعلانة وكئيبة
001/001_20020610_125012_001.wav,ما في   ألم يعني
001/001_20020610_125012_002.wav,كل الوقت ها الأيام متضايقة
001/001_20020610_125012_003.wav,مش عارفة يعني حوالي لي سنة هيك متضايقة
001/001_20020610_125012_004.wav,والله مرات هيك   بحس أنه ما حدا بده إياني ما حدا بيحبني
001/001_20020610_125012_005.wav,مش متذكرة مرات بنسى أكل
001/001_20020610_125012_006.wav,قبل كنت أكل يعني هيك ثلاث مرات في اليوم بس هلق ما باكل بإنتظام
001/001_20020610_125012_007.wav,آ   حوالي عشرة كيلو نزلت
001/001_20020610_125012_008.wav,آ بيصير عندي هيك مش قادرة أنام بالمرة فبقوم بتفرج على التلفزيون وبعدين برجع بحاول أنام ومش ضابط يعني
001/001_20020610_125012_009.wav,تعبانة كل الوقت
001/001_20020610_125012_010.wav,بشرب قهوة أول شيء بالصبح وبشرب   خلال النهار حوالي أربع خمس كاسات
001/001_20020610_125328_000.wav,مش متذكرة إسمي ريما يمكن
001/001_20020610_125328_001.wav,  في الربيع
001/001_20020610_125328_002.wav,اليوم   اليوم الإثنين
001/001_20020610_125328_003.wav,سنة   سنة الألفين وواحد
001/001_20020610_125328_004.wav,بشهر خمسة
001/001_20020610_125328_005.wav,  قطة قارب قطة قارب
001/001_20020610_125328_006.wav,خمس مئة خمسة من مئة يعني   خمس مئة
001/001_20020610_125328_007.wav,أي كلمات شو قصدك
001/001_20020610_125328_008.wav,ميم ألف عين
001/001_20020610_125328_009.wav,لا ما في أولاد
001/001_20020610_125328_010.wav,إخوة أو أخوات   عندي أخت واحدة
001/001_20020610_125328_011.wav,إسمه محمد
001/001_20020610_125558_000.wav,في وجع نعم
001/001_20020610_125558_001.wav,برأسي
001/001_20020610_125558_002.wav,  حوالي تسعة
001/001_20020610_125558_003.wav,  قبل ثلاثة أيام
001/001_20020610_125558_004.wav,مرات يعني لما أكون تعبانة كثير
001/001_20020610_125558_005.wav,عندي حمى   كله بالليل كان عندي   قشعريرة ورقبتي بتوجعني   حساسية ما عندي حساسية
001/001_20020610_125558_006.wav,آ أصابع إيديي وإجريي بيوجعوني يعني   هيك منملين
001/001_20020610_125558_007.wav,لا مش واضح   الرؤية هيك مشوشة
001/001_20020610_125558_008.wav,نعم
001/001_20020610_125833_000.wav,أربعة أربع سنين
001/001_20020610_125833_001.wav,عندها حمى عالية   درجة حرارتها كانت كثير عالية وكان عندها قشعريرة كل الليل
001/001_20020610_125833_002.wav,لها حوالي يومين
001/001_20020610_125833_003.wav,  عندها حمى وعندها ورأسها بيوجعها وعنينها عينيها بيوجعوها كمان
001/001_20020610_125833_004.wav,شكلها يعني
001/001_20020610_125833_005.wav,نعم لما تيجي بتقح قحتها كثير كثير مش كويسة يعني
001/001_20020610_125833_006.wav,نعم بتقح قحتها شيء مش طبيعي
001/001_20020610_125833_007.wav,  نعم
001/001_20020610_125833_008.wav,عندها إسهال
001/001_20020610_130256_000.wav,عمرها ثلاث سنين ونصف
001/001_20020610_130256_001.wav,عندها إسهال ولها عمالها يعني عم بتنتق كانت كل النهار مبارح
001/001_20020610_130256_002.wav,نعم لها عم بتنتق كثير
001/001_20020610_130256_003.wav,  أعطيتها مسحوق الأكواسال
001/001_20020610_130256_004.wav,لا ما أظنش
001/001_20020610_130256_005.wav,  مبارح
001/001_20020610_130256_006.wav,يمكن كانت هي عم بتلعب مع الأولاد الصغار في الشارع وفي الشارع كان في يعني ماي ماية مجاري أنا عارفة يعني يمكن شربت منها
001/001_20020610_130527_000.wav,ما عندي حساسية
001/001_20020610_130527_001.wav,  ما عندي بس لما أجي بدي أقشر بطاطا إيدي بتصير حمراء
001/001_20020610_130527_002.wav,بس باخذ فيتامينات
001/001_20020610_130527_003.wav,يعني الفيتامينات باخذها مرّة باليوم
001/001_20020610_130527_004.wav,لا
001/001_20020610_130527_007.wav,لا
001/001_20020610_130527_011.wav,بشرب نبيذ بحب النبيذ
001/001_20020610_130527_012.wav,يعني بالمناسبات
001/001_20020610_130527_013.wav,  قبل ساعة
001/001_20020610_130527_014.wav,ما بعرف ما شفته
001/001_20020610_130527_015.wav,كثير يعني حوالي يمكن سبع ثمان مرات
001/001_20020610_130527_016.wav,أو بوزيتيف
001/001_20020610_130527_017.wav,آ البابا توفى   يعني مرض قلب
001/001_20020610_130527_018.wav,لا
001/001_20020610_130527_019.wav,نعم لما كان عمري ثلاث سنين
001/001_20020610_130527_020.wav,نعم لما كان عمري عشر سنين
001/001_20020610_130527_021.wav,لا
001/001_20020610_130527_022.wav,مش بعائلتي أنا بس جوزي عنده سكري
001/001_20020610_130527_023.wav,قبل شهرين
001/001_20020610_130527_024.wav,من   صيدلية الرازي
001/001_20020610_130527_025.wav,مو كثير بحب اللحمة بس بحاول أكلها يعني   ممكن أربع مرات باليوم   بالأسبوع قصدي
001/001_20020610_130527_026.wav,لا الحمد لله
001/001_20020610_130527_027.wav,نعم   مش بلعب رياضة بس أنه بحاول أمشي كثير
001/001_20020610_130527_028.wav,  لا
001/001_20020610_130527_029.wav,ثلاث مرات
001/001_20020610_130527_030.wav,الصبح
001/001_20020610_130527_031.wav,نعم
001/001_20020610_130527_032.wav,لا
001/001_20020610_130527_033.wav,لا
001/001_20020610_130527_034.wav,قهوة بحب القهوة
001/001_20020610_130527_035.wav,  لا
001/001_20020610_130527_036.wav,اليوم الصبح
001/001_20020610_130527_037.wav,لا
001/001_20020610_130527_038.wav,  لا بس بالليل هيك بيصير يوجعني
001/001_20020610_130527_039.wav,لا
001/001_20020610_130527_040.wav,لا بس   مبارح رحنا على البحر وشوي   شعرت بالدوخة بس هذه يعني سي سيكنيس
001/001_20020610_130527_041.wav,لا
001/001_20020610_130527_042.wav,لا
001/001_20020610_130527_043.wav,نعم
001/001_20020610_131102_000.wav,نهى سعادة
001/001_20020610_131102_001.wav,أنثى
001/001_20020610_131102_002.wav,عمرها كان حوالي أربعة وأربعين سنة
001/001_20020610_131102_003.wav,نعم جوزها وأولادها
001/001_20020610_131102_004.wav,نعم أختي
001/001_20020610_131102_005.wav,كانت تشتغل محامية
001/001_20020610_131102_006.wav,عايشة مع كانت مع جوزها وأولادها في عمان
001/001_20020610_131102_007.wav,سرطان بالرئة
001/001_20020610_131102_008.wav,حوالي عشرة أيام
001/001_20020610_131102_009.wav,نعم
001/001_20020610_131102_011.wav,يعني من التدخين   بتدخن كثير كانت
001/001_20020610_131102_012.wav,نعم أختها كانت معها
001/001_20020610_131251_000.wav,إسمه أحمد حمد_الله
001/001_20020610_131251_002.wav,ثمانية وتسعين
001/001_20020610_131251_003.wav,نعم أولاده وأحفاده
001/001_20020610_131251_004.wav,لا جاري
001/001_20020610_131251_005.wav,مش مش ما بيشتغل أولاده هم يلي بيصرفوا عليه
001/001_20020610_131251_006.wav,عاش مع مرأته
001/001_20020610_131251_007.wav,يعني كبير
001/001_20020610_131251_008.wav,مبارح
001/001_20020610_131251_009.wav,لا الدفنة اليوم
001/001_20020610_131251_010.wav,آ
001/001_20020610_131251_011.wav,يعني توفى من   يعني كبير الزلمة بالعمر يعني ثمانية وتسعين سنة عمره وقف قلبة ومات
001/001_20020610_131251_012.wav,لا كان لحاله قاعد عالكرسي ومات
001/001_20020718_133641_000.wav,البنسيلين
001/001_20020718_133641_001.wav,الدراق والموز
001/001_20020718_133641_002.wav,بس باخذ فيتامينات
001/001_20020718_133641_003.wav,والله مرتين باليوم
001/001_20020718_133641_004.wav,هلق والله بس ظهري بيوجعني شوي
001/001_20020718_133641_005.wav,بالظهر هيك   تحت من تحت
001/001_20020718_133641_006.wav,من حوالي أربع خمسة أشهر
001/001_20020718_133641_007.wav,نعم
001/001_20020718_133641_008.wav,بدخن حوالي ثلاث باكيتات في اليوم
001/001_20020718_133641_009.wav,من لما كان عمري ستطعشر سنة
001/001_20020718_133641_010.wav,لا ما حاولت لسا
001/001_20020718_133641_011.wav,  بشرب بس نبيذ مرات بشرب فودكا ومرات بشرب جن
001/001_20020718_133641_012.wav,يعني مرّة بالأسبوع
001/001_20020718_133641_013.wav,  قبل حوالي خمس دقائق
001/001_20020718_133641_014.wav,والله ما بعرف ما شفته
001/001_20020718_133641_015.wav,يعني حوالي ست سبع مرات باليوم
001/001_20020718_133641_016.wav,  أو بوزيتيف
001/001_20020718_133641_017.wav,في أبوي توفى   بالقلب وإبن عمتي توفى بالسرطان   كان عنده تستكيولار كانسر
001/001_20020718_133641_018.wav,  أظن آ
001/001_20020718_133641_019.wav,آ صار معي الحصبة الألمانية لما كان عمري يمكن سنتين أو شيء هيك
001/001_20020718_133641_020.wav,صار عندي جدري آ
001/001_20020718_133641_021.wav,  لا بس أنا عندي لما فحصت   للسل طلع بوزيتيف
001/001_20020718_133641_022.wav,لا ما حدا عنده سكري بس أنا عندي جوزي عنده سكري يعني أنا من عائلتي ما حدا عنده سكري بس جوزي عنده سكري
001/001_20020718_133641_023.wav,  قبل حوالي شهر
001/001_20020718_133641_024.wav,من صيدلية صيدلية     مش عارفة شو إسمها   بس هي قريبة عبيتنا
001/001_20020718_133641_025.wav,يعني أنا بحبش اللحمة كثير بس بحاول أكلها يعني بحاول أكلها يمكن ثلاث أربع مرات في الأسبوع
001/001_20020718_133641_026.wav,  ما أظنش
001/001_20020718_133641_027.wav,مرات يعني أنا بحبش ألعب رياضة كثير بس بحاول يعني   أمشي وبحاول أحرك جسمي كثير يعني خلال اليوم عرفت كيف خلال اليوم يعني
001/001_20020718_133641_028.wav,لا ما لا
001/001_20020718_133641_029.wav,يعني باكل ثلاث أربع مرات
001/001_20020718_133641_030.wav,أكلت هلق   اللنش أكلت عالساعة طنعشر
001/001_20020718_133641_031.wav,معظم الأوقات
001/001_20020718_133641_032.wav,لا
001/001_20020718_133641_033.wav,    لا
001/001_20020718_133641_034.wav,آ بشرب قهوة وشاي
001/001_20020718_133641_035.wav,بلبس نظارات بس ما بلبس سماعة
001/001_20020718_133641_036.wav,  يمكن   مبارح اليوم ما شربت ماي بس شربت سوائل ثانية
001/001_20020718_133641_037.wav,لا
001/001_20020718_133641_038.wav,  حلقي مش ملتهب
001/001_20020718_133641_039.wav,  لا
001/001_20020718_133641_040.wav,لا
001/001_20020718_133641_042.wav,نعم
001/001_20020718_133641_043.wav,نعم
001/001_20020718_135428_000.wav,إسمها حنان
001/001_20020718_135428_001.wav,حنان أنثى
001/001_20020718_135428_002.wav,كان عمرها تسعطعشر سنة
001/001_20020718_135428_003.wav,    آ   يعني أمها وأبوها مهي ما عندها أولاد
001/001_20020718_135428_004.wav,هي   نعم هي بتكون بنت خالتي
001/001_20020718_135428_005.wav,هي كانت   عمالها بتسوي البكالوريوس تبعها
001/001_20020718_135428_006.wav,عاشت مع أهلها بشميساني
001/001_20020718_135428_007.wav,صار عندها سرطان بالدم
001/001_20020718_135428_008.wav,ماتت   مبارح
001/001_20020718_135428_009.wav,لا الدفنة اليوم
001/001_20020718_135428_010.wav,شافها الدكتور يعني   بعد ما ماتت وطبعاً قبل ما ماتت لأنه هي عانت عانت كثير بآخر فترة
001/001_20020718_135428_011.wav,  السرطان بالدم يعني   السرطان بعيد الشر عندك   إنتشر بكل جسمها وماتت
001/001_20020718_135428_012.wav,  كانت أمها وأبوها نعم
001/001_20020718_140355_000.wav,نصر_الله
001/001_20020718_140355_001.wav,  سعادة
001/001_20020718_140355_002.wav,إنتصار
001/001_20020718_140355_003.wav,إسمها   نهاية واصف
001/001_20020718_140355_004.wav,أنا ولدانة سنة الإثنين وأربعين
001/001_20020718_140355_005.wav,أنا ولدت   مش متأكدة بالضبط بس يمكن بالكرك مش مش عارفين يعني إحنا
001/001_20020718_140355_006.wav,والله ما بعرف بس   يمكن حوالي ستين سنة
001/001_20020718_140355_007.wav,أنا طولي حوالي خليني أشوف قديش طولي ما بعرف يمكن متر مش عارفة والله يمكن متر وربع
001/001_20020718_140355_008.wav,وزني بالكيلو غرامات حوالي خمسين كيلو
001/001_20020718_140355_009.wav,أنا أردنية
001/001_20020718_140355_010.wav,أنا بعيش بعمان
001/001_20020718_140355_011.wav,أنا عايشة بجبل عمان
001/001_20020718_140355_012.wav,جئت هون   بسنة الأربعة وأربعين
001/001_20020718_140355_013.wav,بيتي جنب الحاووز
001/001_20020718_140355_014.wav,والله بس ما مش متعلمة أنا يعني بس   عندي بس درست إبتدائي بس وهذه هي يعني أهلي ما   أخذوني عالمدرسة طلعوني من المدرسة وأنا صغيرة
001/001_20020718_140355_015.wav,أنا مسلمة
001/001_20020718_140355_016.wav,أنا ما بشتغل أنا بس بنظف وبمسح يعني   بنظف البيت يعني وبس
001/001_20020718_140355_017.wav,بحاول يعني أنا ما ما عندي شغل بس أنا بطلع حوالي بيجينا مئة دينار من الشقة
001/001_20020718_140355_018.wav,أنا أرملة جوزي مات يعني
001/001_20020718_140355_019.wav,عندي إثنين الله يخليهم
001/001_20020718_140355_020.wav,  والله   أنا أنا لحالي عايشة أولادي يعني تجوزوا وطلعوا من البيت أنا لحالي
001/001_20020718_140355_021.wav,عندي ثمانية ثمان إخوة وأخوات
001/001_20020718_140727_000.wav,أنثى
001/001_20020718_140727_001.wav,إسمها رنا
001/001_20020718_140727_002.wav,عمرها حوالي خمسة وخمسين سنة
001/001_20020718_140727_003.wav,يعني شفتها آخر مرّة   قبل حوالي شهر
001/001_20020718_140727_004.wav,شفتها   بالسوق   رحنا على على جبل حسين   رحت أنا وأختي   وأخوي وشفتها هناك   يعني وإحنا عم عم بنتسوق كنا ماشيين   بالشارع وشفناها   شفناها هناك
001/001_20020718_140727_005.wav,لها حوالي مفقودة يمكن أسبوعين
001/001_20020718_140727_006.wav,هي شوي ناصحة فوزنها حوالي خمسة وسبعين كيلو أو أكثر يمكن ثمانين
001/001_20020718_140727_007.wav,هي محجبة ما بعرف إيش لون شعرها بس هيك أكيد أسود يعني معظم الناس لون شعرهم أسود
001/001_20020718_140727_008.wav,عينيها يمكن عسلي
001/001_20020718_140727_009.wav,بشرتها يعني هي مو كثير بيضاء سمرانية   عسمار يعني
001/001_20020718_140727_010.wav,  يعني يمكن الحجاب أنه هو علامة فارقة ولا إيش
001/001_20020718_140727_011.wav,هي مسلمة
001/001_20020718_140727_012.wav,ما عندي صورة لها لا بس أكيد يعني إذا بدكم صورة بنقدر نجيب صورة من الجيران أو من دار أهلها أكيد
001/001_20020718_140727_013.wav,طولها حوالي مئة   مئة وستين هيك شيء
001/001_20020718_140727_014.wav,هي   هي   خياطة بتخيط للناس
001/001_20020718_140727_015.wav,يعني هي بتشتغل من بيتها بيجوا الناس عندها وبيطلبوا أنهم أنه هي تخيط لهم فستان مثلاً أو بلوزة يلي هو تنورة
001/001_20020718_140727_016.wav,عايشة بجبل حسين
001/001_20020718_140727_017.wav,هي ما بتقرب لي يعني معارف إحنا كنا نروح عندها برضو عشان هي تخيط لنا هي بتخيط منيح   يعني الأواعي يلي بتعملها كثير حلوة
001/001_20020718_140727_018.wav,والله ما بعرف يعني بس لما شفتها كانت منيحة عادية يعني المرأة ما مالها شيء كانت مبسوطة لأنه إبنها نجح بالتوجيهي فكانوا راح يعملوا له حفلة وهيك
001/001_20020718_140727_019.wav,كانت لابسة جلباب لونه هيك زيت زيتوني
001/001_20020718_141124_000.wav,ذكر
001/001_20020718_141124_001.wav,إسمه سعيد
001/001_20020718_141124_002.wav,عمره حوالي   ستين سنة
001/001_20020718_141124_003.wav,آخر مرّة شفته     بالسوق بالبلد يعني
001/001_20020718_141124_004.wav,هو يعني عنده محل بالسوق فأنا   رحنا نشتري من عنده شناتي
001/001_20020718_141124_005.wav,من مبارح
001/001_20020718_141124_006.wav,  يمكن حوالي ثمانين كيلو شيء هيك
001/001_20020718_141124_007.wav,شعره هو شائب الزلمة لأنه زلمة كبير فشائب فيعني في شوية أسود ومعظمه أبيض
001/001_20020718_141124_008.wav,عينيه عينيه خضر
001/001_20020718_141124_009.wav,بشرته بيضاء
001/001_20020718_141124_010.wav,يعني عنده شوارب وعنده لحية كمان
001/001_20020718_141124_011.wav,دينه مسيحي
001/001_20020718_141124_012.wav,  لا ما عندنا صورة
001/001_20020718_141124_013.wav,حوالي مئة وثمانين إذا مش أكثر
001/001_20020718_141124_014.wav,هو   عند صاحب محل بيبيع شناتي   شناتي إسم المحل عابدين   بنصف البلد
001/001_20020718_141124_015.wav,بيشتغل بالمحل تبعه معظم الوقت في بالبلد بس عنده كمان محلات ثانية عنده محل بجبل حسين وعنده ومحل بشميساني وأظن عنده محلات ثانية كمان بس هو بيظل معظم الوقت   بالبلد
001/001_20020718_141124_016.wav,هو والله عايش بعبدون
001/001_20020718_141124_017.wav,ما بيقرب لي بس إحنا يعني بس هو كان جيراننا وإحنا صغار كانوا   إحنا وياهم كنا عايشين بنفس العمارة فهم كانوا عايشين قبالنا بالضبط
001/001_20020718_141124_018.wav,والله كان كثير كثير متضايق لأنه مرأته ماتت فهو كان زعلان كثير
001/001_20020718_141124_019.wav,كان لابس   حطة وعقال حطة حمراء هذه الحطة الأردنية كان لابسها وكان لابس   جاكيت ويعني وقميص وبنطلون يعني الجاكيت لابسه لأنه كان برد شوي الطقس
001/001_20020718_141516_000.wav,إسمها سميرة
001/001_20020718_141516_001.wav,أنثى
001/001_20020718_141516_002.wav,كان عمرها ستين سنة
001/001_20020718_141516_003.wav,  عندها أولاد يعني وجوزها
001/001_20020718_141516_004.wav,  نعم
001/001_20020718_141516_005.wav,  ما بتشتغل هي ما عمرها إشتغلت بحياتها يعني
001/001_20020718_141516_006.wav,  عاشت مع جوزها وأولادها بعبدون
001/001_20020718_141516_007.wav,والله بالطيارة الطيارة وقعت تبعتها كانت هي مسافرة كانت رايحة تزور أهلها بأميركا ووقعت الطيارة
001/001_20020718_141516_008.wav,هو   ماتت يعني   قبل شهر
001/001_20020718_141516_009.wav,ما دفنوها لأنه مش ملاقيين الجثة يعني بس عملوا لها قداس يعني يعني صلينا لها
001/001_20020718_141516_010.wav,  قبل ما ماتت طبعاً لأنه هي كان عندها مشاكل يعني   بصحتها بس ما لقوش الجثة فمحدش شافها بعد ما ماتت
001/001_20020718_141516_011.wav,ما كانش في طبيب يعني مهو أكيد يعني   الطيارة إنحرقت وقعت
001/001_20020718_141516_012.wav,يآ كل الطيارة طبعاً كل العالم بالطيارة ماتوا كلهم
001/001_20020718_141756_000.wav,إسم عائلتي ناصر
001/001_20020718_141756_001.wav,أبوي إسمه عزيز
001/001_20020718_141756_002.wav,إسمي الأول محاسن
001/001_20020718_141756_003.wav,الماما إسمها فرح زائد
001/001_20020718_141756_004.wav,أنا ولدت سنة الثمانين
001/001_20020718_141756_005.wav,أنا ولدت بالعقبة
001/001_20020718_141756_006.wav,عمري إثنين وعشرين سنة
001/001_20020718_141756_007.wav,طولي مئة وأربعة وستين سنتيمتر
001/001_20020718_141756_008.wav,وزني حوالي ستين كيلو بس أنا كنت أنصح من هيك بس هلق وزني ستين كيلو
001/001_20020718_141756_009.wav,أنا   عندي جنسية     عندي جنسية أردنية
001/001_20020718_141756_010.wav,أنا عايشة بالعقبة
001/001_20020718_141756_011.wav,أنا عايشة على شارع رباط
001/001_20020718_141756_012.wav,أجيت هون   سنة     سنة الثمانين
